exercise_id,id,name_ptbr,name_en,name_fr,instruction_ptbr,instruction_en,instruction_fr,muscle_groups_ids,muscle_groups_nomes,exercise_equipments_ids,exercise_equipments_nomes,exercise_level_id,exercise_level_nome,avoid_health_conditions_ids,avoid_health_conditions_nomes,caution_health_condition_ids,caution_health_condition_nomes,ambiente_permitido,calories,image_url,video_url
ex_223,0faf396b-6b6a-4e54-8598-1965e91dd8e8,Tríceps na barra paralela (Graviton),Parallel Bar Dip (Graviton),Dips aux barres parallèles (Graviton),Apoie-se nas barras paralelas e flexione os cotovelos para baixo e suba,"Support on parallel bars, bend elbows down and push up","Appuyez-vous sur les barres parallèles, pliez les coudes et poussez vers le haut",triceps_brachii; pectoralis_major; deltoids; core,Core (Geral); Peitoral Maior; Deltóides; Tríceps Braquial,bar_fixed_bar,barra/barra fixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1NeB6gxqIRurRt63TpLCfsYSjR_jCX2xa/view?usp=sharing
ex_224,a399b0bc-1ec6-4c77-988b-dadec5b979e7,Flexão declinada com pegada estreita,Decline Close-Grip Push-Up,Pompes déclinées prise serrée,Flexão de braços com pés elevados e mãos juntas,Push-up with feet elevated and hands close,Pompes avec pieds surélevés et mains rapprochées,triceps_brachii; pectoralis_major; deltoids; core,Core (Geral); Peitoral Maior; Deltóides; Tríceps Braquial,bench,banco,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,155,,https://drive.google.com/file/d/1vuH1CvwpWVZ9AQxEKfvzwLfs85_WHoZs/view?usp=sharing
ex_225,c1f73717-b5a9-4ace-8797-ed0b3e8bf8fb,Extensão de tríceps apoiado na parede,Wall Triceps Extension,Extension triceps contre le mur,Encoste as mãos na parede e estenda os braços para trás,Place hands on wall and extend arms back,Placez les mains au mur et étendez les bras vers l’arrière,triceps_brachii; stabilizers; core,Músculos Estabilizadores; Core (Geral); Tríceps Braquial,wall,parede,beginner,Iniciante,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,120,,https://drive.google.com/file/d/1EgYy8esW6LLWD6DtobTOchBhKPt1mv4u/view?usp=sharing
ex_226,1cbb117a-3309-49f0-9204-34e90e4f866c,Extensão de tríceps com elástico (acima da cabeça),Overhead Band Triceps Extension,Extension triceps au-dessus de la tête avec bande,Segure o elástico acima e estenda os braços para frente,Hold band overhead and extend arms forward,Tenez l’élastique au-dessus et étendez les bras vers l’avant,triceps_brachii; deltoids; back,Costas (Geral); Deltóides; Tríceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/1q13SR_g8xto0bmydR85jQfxFRckn--9W/view?usp=sharing
ex_227,8aa4adff-d640-4577-86f6-ef8f1350dc22,Tríceps corda WRISTS,Triceps Rope Overhead Extension,Extension triceps à la corde au-dessus de la tête,Puxe a corda focando na rotação dos punhos no final,Pull rope focusing on wrist rotation at the end,Tirez la corde en accentuant la rotation des poignets à la fin,triceps_brachii; forearms; deltoids,Deltóides; Tríceps Braquial; Antebraços,cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Academia,145,,https://drive.google.com/file/d/1iQEGXoIWND-dXLvOf4-RlFtWKNJluEzz/view?usp=sharing
ex_228,e58344d0-ba32-4c9c-89f3-adff41d4a9cd,Tríceps testa com barra W,EZ Bar Skull Crusher,Barre front avec barre EZ,Deite-se e leve a barra W da testa até a extensão dos braços,Lie down and move W bar from forehead to arm extension,Allongez-vous et amenez la barre W du front à l’extension des bras,triceps_brachii; forearms; stabilizers,Músculos Estabilizadores; Tríceps Braquial; Antebraços,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Lombar; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,150,,https://drive.google.com/file/d/1dbxVDlZOuQlM7p0AqnIfJSw2h8vHn18V/view?usp=sharing
ex_229,182cad0e-c0ab-4924-b054-6e44ea4f9b1a,Tríceps francês unilateral com halteres sentado,Seated One-Arm Dumbbell French Press,Extension française unilatérale assis avec haltère,"Sentado, leve um halter acima da cabeça e estenda um braço por vez","Seated, lift dumbbell overhead and extend one arm at a time","Assis, soulevez un haltère au-dessus de la tête et étendez un bras à la fois",triceps_brachii; deltoids; forearms,Deltóides; Tríceps Braquial; Antebraços,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Lombar; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1U0qKvofUegQN3wEy-4Gy0z0KkUy4qGOh/view?usp=sharing
ex_230,0a1579b5-56c4-4258-b684-2d48273270c5,Tríceps banco,Bench Dip,Dips sur banc,Apoie as mãos no banco atrás do corpo e flexione os cotovelos,Place hands on bench behind body and bend elbows,Placez les mains sur le banc derrière le corps et pliez les coudes,triceps_brachii; pectoralis_major; deltoids; core,Core (Geral); Peitoral Maior; Deltóides; Tríceps Braquial,bench,banco,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,155,,https://drive.google.com/file/d/1TXtIhtYXYRsnDp7WNeJQm1XcKSIA9dQM/view?usp=sharing
ex_231,0bc92838-5925-458a-af22-014311032578,Kickback com elástico,Resistance Band Kickback,Kickback avec bande,Incline o corpo e estenda o braço para trás com elástico,Lean forward and extend arm back with band,Penchez le buste et étendez le bras vers l’arrière avec élastique,triceps_brachii; deltoids; core,Core (Geral); Deltóides; Tríceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/1vS-L6-moy0fDuNK4MVicBh3OZfmhECqX/view?usp=sharing
ex_232,281e0bc1-488e-4108-a95f-8b661a7befcc,Tríceps coice com elástico unilateral,One-Arm Band Kickback,Kickback unilatéral avec bande,Incline o corpo e estenda um braço de cada vez com elástico,Lean forward and extend one arm at a time with band,Penchez le buste et étendez un bras à la fois avec élastique,triceps_brachii; stabilizers; core,Músculos Estabilizadores; Core (Geral); Tríceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/15f8rdVPKCrop-DEcivI7kaStOQscF_hg/view?usp=sharing
ex_233,78ef59d9-c42d-4ccc-baf2-412d6d68e51d,Tríceps testa com halteres alternado,Alternating Dumbbell Skull Crusher,Barre front alternée avec haltères,"Deitado, alterne os braços levando os halteres à testa e estenda","Lying down, alternate arms moving dumbbells to forehead and extend","Allongé, alternez les bras en amenant les haltères au front et en étendant",triceps_brachii; forearms; stabilizers,Músculos Estabilizadores; Tríceps Braquial; Antebraços,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; lumbar_hernia; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Lombar; Obesidade ; Ombro; Pescoço; Pós-parto,Casa (com equipamento); Academia,145,,https://drive.google.com/file/d/1Sd99lnl7xvr-dpdXT92cL1GVBM7kcL12/view?usp=sharing
ex_234,c71a6f6b-d9de-4e03-9212-ec371a8347eb,Extensão de tríceps na polia alta com barra reta,Straight Bar Cable Pushdown,Extension triceps à la barre droite,Puxe a barra da polia para baixo até estender totalmente os braços,Pull straight bar from pulley down until arms fully extended,Tirez la barre droite de la poulie vers le bas jusqu’à extension complète,triceps_brachii; forearms; deltoids,Deltóides; Tríceps Braquial; Antebraços,cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; shoulder_pain; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Ombro; Pós-parto,Academia,150,,https://drive.google.com/file/d/1Q0bik8xeZZlbbRTAlirjKCAN36V_CQAA/view?usp=sharing
ex_235,f968da9d-5cdb-4b31-b762-deedc115d6be,Superman,Superman,Superman,Deite de barriga para baixo e levante braços e pernas.,Lie face down and lift arms and legs.,Allongez-vous sur le ventre et levez bras et jambes.,erector_spinae; glutes; trapezius,Trapézio; Eretores da Espinha; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,100,,https://drive.google.com/file/d/18kV8NHcUN7XOVSykFH1pOvxsycs2U_gr/view?usp=sharing
ex_236,a157dbc8-0820-4356-a2fa-8f636124f19d,Bird dog,Bird dog,Bird dog,"Em posição de quatro apoios, estenda braço e perna opostos.","On all fours, extend opposite arm and leg.","À quatre pattes, étendez bras et jambe opposés.",erector_spinae; core; glutes,Core (Geral); Eretores da Espinha; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,115,,https://drive.google.com/file/d/18kV8NHcUN7XOVSykFH1pOvxsycs2U_gr/view?usp=sharing
ex_237,abbd67cd-957e-4bed-9a0a-38850f6bd380,Good morning com peso corporal,Good morning (bodyweight),Good morning (poids du corps),Incline o tronco à frente mantendo as costas retas.,Bend forward keeping back straight.,Penchez-vous en avant en gardant le dos droit.,erector_spinae; back; hamstrings; glutes,Costas (Geral); Eretores da Espinha; Isquiotibiais; Glúteos (Geral),none_bodyweight,nenhum (peso do corpo),beginner,Iniciante,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,140,,https://drive.google.com/file/d/1gLh92WMRiXARuYRZrMtHmEWmkIH4f64W/view?usp=sharing
ex_238,051a950e-6569-45f0-8cf0-9b9bb5150d20,Remada curvada com halteres,Bent-over row with dumbbells,Rowing penché avec haltères,Incline o tronco e puxe os halteres em direção ao abdômen.,Bend forward and row dumbbells to abdomen.,Penchez le buste et tirez les haltères vers l’abdomen.,back; trapezius; biceps_brachii; core,Core (Geral); Costas (Geral); Trapézio; Bíceps Braquial,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,160,,https://drive.google.com/file/d/1TIMnnF5eyxATKR2x70cg4FhkBDom8N0v/view?usp=sharing
ex_239,e67c3b90-53a1-4ec2-b865-59b9b838fdb9,Remada unilateral com halteres,One-arm dumbbell row,Rowing unilatéral avec haltère,Apoie um joelho e puxe o haltere para o corpo.,Support one knee and row dumbbell to body.,Appuyez un genou et tirez l’haltère vers le corps.,back; trapezius; biceps_brachii; obliques,Oblíquos; Costas (Geral); Trapézio; Bíceps Braquial,dumbbells,halteres,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (com equipamento); Academia,150,,https://drive.google.com/file/d/1gEIrrwZN9tzNW25HEwozyvVdCLzRzBf-/view?usp=sharing
ex_240,cc65f898-c74a-4323-8ce2-1c3f55805997,Pull apart com elástico,Pull-apart with band,Écarté avec bande élastique,Abra os braços puxando o elástico na altura do peito.,Pull resistance band apart at chest height.,Écartez l’élastique à hauteur de poitrine.,rhomboids; trapezius,Trapézio; Rombóides,elastic_band_mini_band,faixa elástica/miniband,beginner,Iniciante,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/19NtPc4W8vIR2cUTAwRDwmXyLmJCObALk/view?usp=sharing
ex_241,44d75eb1-6658-46af-beb1-4dd619672a11,Puxada frontal aberta,Wide grip lat pulldown,Tirage vertical prise large,Puxe a barra para baixo com pegada aberta.,Pull bar down with wide grip.,Tirez la barre vers le bas avec une prise large.,back; biceps_brachii,Costas (Geral); Bíceps Braquial,lat_pulldown,puxada alta,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,170,,https://drive.google.com/file/d/1I4mEQUjJMSBMV6YxUT973IVL5A3fhhP5/view?usp=sharing
ex_242,e9be4f50-e35c-4096-a0b3-7931b531d55e,Remada baixa na máquina,Seated row machine,Tirage assis à la machine,Sente-se e puxe a barra da máquina para o abdômen.,Sit and pull machine bar to abdomen.,Asseyez-vous et tirez la barre de la machine vers l’abdomen.,back; trapezius,Costas (Geral); Trapézio,cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,165,,https://drive.google.com/file/d/16NGF02K_L7rsWeDkYFS-abiUUlISQy9T/view?usp=sharing
ex_243,b6cefc0b-f588-4820-b28e-8889a685dd76,Pulldown com triângulo,Close grip lat pulldown (triangle handle),Tirage vertical prise serrée (triangle),Puxe a barra com triângulo em direção ao corpo.,Pull triangle handle towards chest.,Tirez la poignée triangle vers la poitrine.,back; biceps_brachii,Costas (Geral); Bíceps Braquial,lat_pulldown,puxada alta,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,160,,https://drive.google.com/file/d/13Pg5i9TK4_anFFSJxnAIKVmR6jZYhUcl/view?usp=sharing
ex_244,7477ac0c-8efa-4b48-85ea-c3a34dba5f68,Remada cavalinho na maquina pegada aberta,T-bar row machine (wide grip),Rowing T-bar à la machine (prise large),Puxe a barra em T com pegada aberta.,Row T-bar with wide grip.,Tirez la barre en T avec prise large.,back; trapezius,Costas (Geral); Trapézio,cable_row,remada baixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,175,,https://drive.google.com/file/d/1GgKjCuC6NhkOfmAPC3InIkMD3r2e-1Wz/view?usp=sharing
ex_245,de09eb81-8abd-4d26-a5ad-2f4a3a483086,Deadlift (levantamento terra),Deadlift,Soulevé de terre,Levante a barra do chão mantendo a postura.,Lift bar from floor with straight back.,Soulevez la barre du sol en gardant le dos droit.,back; glutes,Costas (Geral); Glúteos (Geral),bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; lumbar_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Lombar; Obesidade ; Pós-parto,Casa (com equipamento); Academia,220,,https://drive.google.com/file/d/1c2KTEP3Z0vGA0wi9T0_6wbu0Gm76B2yS/view?usp=sharing
ex_246,ae3f66cc-a6bc-482b-8383-909e891175ae,Barra fixa pronada (pull-up),Pull-up (pronated grip),Traction pronation,Suba segurando a barra com pegada pronada.,Pull body up on bar with pronated grip.,Montez en tirant la barre avec une prise pronation.,back; biceps_brachii,Costas (Geral); Bíceps Braquial,bar_fixed_bar,barra/barra fixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Obesidade ; Pescoço; Pós-parto,Casa (com equipamento); Academia,200,,https://drive.google.com/file/d/1p4eD1tzkr9DduA06m41UaBg39ZKq7B1D/view?usp=sharing
ex_247,e32d8d83-1b6f-4215-8137-c26e8a0a8979,Body row com pegada aberta,Body row (wide grip),Rowing au poids du corps (prise large),Puxe o corpo na barra com pegada aberta.,Row body on bar with wide grip.,Tirez le corps sur la barre avec prise large.,back; biceps_brachii,Costas (Geral); Bíceps Braquial,trx; bar_fixed_bar,barra/barra fixa; fita de suspensão (trx),intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,180,,https://drive.google.com/file/d/1IxJkZP10IhYyvp3IdW_dcoNw6hqLl4sp/view?usp=sharing
ex_248,486786cf-bc5f-42c4-89b1-9f437589c549,Kipping pull-up,Kipping pull-up,Kipping traction,Suba explosivamente na barra com balanço.,Pull up explosively using swing.,Montez de manière explosive avec élan.,back; trapezius,Costas (Geral); Trapézio,bar_fixed_bar,barra/barra fixa,advanced,Avançado,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,210,,https://drive.google.com/file/d/1-A3BC-0HtehBvYQ0RUJ3PWOXatenuOxR/view?usp=sharing
ex_249,1f80ee35-6167-43ad-a1e4-d1ee186801be,Prancha com puxada unilateral com elastcio,Plank with unilateral band row,Planche avec tirage unilatéral élastique,"Em prancha, puxe o elástico para o lado do corpo.","In plank, row band to side of body.","En planche, tirez l’élastique vers le corps.",back; core; trapezius; biceps_brachii,Core (Geral); Costas (Geral); Trapézio; Bíceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/1bsknRJN4J3ulcJ0sG_xa-lUKB8lkh6GG/view?usp=sharing
ex_250,8ea43153-f7fa-4bfb-983f-77a4f6ea68f7,Y-W-T Raise no chão,Y-W-T Raise on floor,Y-W-T Raise au sol,"Deite no chão e forme Y, W e T com os braços.","Lie on floor and form Y, W, T with arms.","Allongez-vous et formez un Y, W, T avec les bras.",trapezius; deltoids; erector_spinae,Trapézio; Eretores da Espinha; Deltóides,none_bodyweight,nenhum (peso do corpo),intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (sem equipamento); Casa (com equipamento); Academia; Ar Livre,125,,https://drive.google.com/file/d/1stKZ5Fhfbjra5VBjReP2X3qL6ckEv6mk/view?usp=sharing
ex_251,99dd4e8c-6365-4e53-894f-188628edde7a,Remada com elástico (pegada fechada),Band row (close grip),Rowing avec élastique (prise serrée),Puxe o elástico para trás com pegada fechada.,Row band back with close grip.,Tirez l’élastique vers l’arrière avec prise serrée.,back; trapezius; biceps_brachii; core,Core (Geral); Costas (Geral); Trapézio; Bíceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (com equipamento); Academia,140,,https://drive.google.com/file/d/1stKZ5Fhfbjra5VBjReP2X3qL6ckEv6mk/view?usp=sharing
ex_252,491f2184-80b1-4224-8734-e4e238b4dc0e,Pulldown com elástico fixado em cima,Overhead band pulldown,Tirage vertical avec élastique (au-dessus),Puxe o elástico fixado acima até o peito.,Pull band from overhead to chest.,Tirez l’élastique fixé en haut vers la poitrine.,back; biceps_brachii; deltoids; core,Core (Geral); Costas (Geral); Deltóides; Bíceps Braquial,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Casa (com equipamento); Academia,135,,https://drive.google.com/file/d/1ixdqLkk-AHr5kHGo9YYfTMRa6znWVpnY/view?usp=sharing
ex_253,9d21bebf-887b-4d61-8a90-4cb7c35a1120,Remada unilateral na maquina,One-arm machine row,Rowing unilatéral à la machine,Puxe a alavanca com um braço na máquina.,Row machine handle with one arm.,Tirez la poignée de la machine avec un bras.,back; trapezius; biceps_brachii; obliques,Oblíquos; Costas (Geral); Trapézio; Bíceps Braquial,cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,155,,https://drive.google.com/file/d/1oLuzfIYMjsZrfJFtAdH1-_i8kkge2qjm/view?usp=sharing
ex_254,c565ad51-ebb8-44ce-9b42-b7a5f26bef8e,Crucifixo inverso no banco inclinado,Reverse fly on incline bench,Écarté inversé sur banc incliné,Abra os braços de barriga para baixo no banco inclinado.,Open arms lying face down on incline bench.,Ouvrez les bras allongé sur banc incliné.,deltoids; trapezius; rhomboids,Trapézio; Rombóides; Deltóides,bench; dumbbells,halteres; banco,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,135,,https://drive.google.com/file/d/1LTreOaPEQPLjzugGkbIa32Qb0wyllduW/view?usp=sharing
ex_255,abea75dc-9421-4cf2-b944-08579a676e93,Face Pull com elástico,Face pull with band,Face pull avec élastique,Puxe o elástico em direção ao rosto.,Pull band towards face.,Tirez l’élastique vers le visage.,trapezius; rhomboids; deltoids,Trapézio; Rombóides; Deltóides,elastic_band_mini_band,faixa elástica/miniband,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,130,,https://drive.google.com/file/d/1zv-0cwtzTCijJmM_pU_TdhZO9WchbFnY/view?usp=sharing
ex_256,ccad8891-ece7-4cb7-b8bf-584e1f0ecd62,Pullover com halteres,Dumbbell pullover,Pull-over avec haltères,Deite e leve o haltere atrás da cabeça e volte.,"Lie down, move dumbbell overhead and return.","Allongez-vous, passez l’haltère derrière la tête et revenez.",back; pectoralis_major; core,Core (Geral); Costas (Geral); Peitoral Maior,dumbbells,halteres,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Casa (com equipamento); Academia,135,,https://drive.google.com/file/d/1-oVsv53EVWb1n5g0mU8zk2Q8_ZUuv6O8/view?usp=sharing
ex_257,3a9bdf26-6044-45ff-80e3-e9c401510024,Pullover no cross ou na máquina,Pullover on cable or machine,Pull-over à la poulie ou machine,Faça o movimento de pullover no cabo ou máquina.,Do pullover with cable or machine.,Faites le mouvement de pullover à la poulie ou machine.,back; pectoralis_major; core,Core (Geral); Costas (Geral); Peitoral Maior,cable_row,remada baixa,intermediate,Intermediário,none,Nenhuma,none,Nenhuma,Academia,145,,https://drive.google.com/file/d/1YzOf_DhqnitZUeDyZpVrL26yTVJKpnJY/view?usp=sharing
ex_258,fe7bbed5-4fbd-4f76-ab7d-b0eca8763cd8,Remada cavalinho (T-Bar Row),T-Bar Row,Rowing T-Bar,Puxe a barra em T para o abdômen.,Row T-bar to abdomen.,Tirez la barre en T vers l’abdomen.,back; trapezius; biceps_brachii; erector_spinae,Costas (Geral); Trapézio; Eretores da Espinha; Bíceps Braquial,cable_row,remada baixa,intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,160,,https://drive.google.com/file/d/1US60qFabqohCLE0t0H1FPkP8j6RboGAs/view?usp=sharing
ex_259,565f6b52-c7cd-477f-bbf2-6eadce514a9b,Back Extension 45° (Roman Chair),Back Extension 45° (Roman Chair),Extension du dos 45° (Roman Chair),Estenda o tronco na cadeira romana.,Extend trunk on Roman chair.,Étendez le tronc sur la chaise romaine.,erector_spinae; glutes; hamstrings,Eretores da Espinha; Isquiotibiais; Glúteos (Geral),hyperextension_bench,Banco de hiperextensão,intermediate,Intermediário,pregnancy; lumbar_hernia; cervical_hernia,Gravidez; Hérnia Cervical; Lombar; Pescoço,none,Nenhuma,Academia,190,,https://drive.google.com/file/d/1Am4odFasU6LyU70rOeefxuy2U55TPIKS/view?usp=sharing
ex_260,ae2f518c-b09b-4aa7-8e09-5ecb8e9cca91,Remada cavalinho na maquina pegada neutra,T-bar row machine (neutral grip),Rowing T-Bar à la machine (prise neutre),Puxe a barra em T na máquina com pegada neutra.,Row T-bar machine with neutral grip.,Tirez la barre en T sur machine avec prise neutre.,back; trapezius; rhomboids; deltoids; biceps_brachii,Costas (Geral); Trapézio; Rombóides; Deltóides; Bíceps Braquial,cable_row,remada baixa,advanced,Avançado,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hipertensão ; Obesidade ; Pós-parto,Academia,180,,https://drive.google.com/file/d/1Vb8ur3fkOEJzBbLEDgU2mjUFTuruOw5j/view?usp=sharing
ex_261,5bd94093-5fdb-4361-aec4-b2959ad7947b,Pull Up (Graviton),Assisted pull-up (Graviton),Traction assistée (Graviton),Use o gravitron para auxiliar na barra fixa.,Use gravitron for assisted pull-up.,Utilisez le gravitron pour traction assistée.,back; trapezius; rhomboids; biceps_brachii; core,Core (Geral); Costas (Geral); Trapézio; Rombóides; Bíceps Braquial,smith_machine,barra guiada (smith),intermediate,Intermediário,pregnancy,Gravidez,asthma; diabetes; high_blood_pressure; cervical_hernia; obesity; heart_condition; pregnancy_postpartum,Asma ; Condição Cardíaca ; Diabetes; Hérnia Cervical; Hipertensão ; Obesidade ; Pescoço; Pós-parto,Academia,220,,https://drive.google.com/file/d/1asgsuNOyehtxLlJ-OHw4T7esD51U5Ch6/view?usp=sharing
